,industry_name,state,count,med,sum_count,avg_med,sum_med
256,Software Development,CO,14,7591.0,792,10416.0,439970.0
257,Software Development,PA,13,9125.0,792,10416.0,439970.0
258,Software Development,MI,12,9779.0,792,10416.0,439970.0
259,Software Development,MD,12,11445.0,792,10416.0,439970.0
260,Software Development,OH,10,8125.0,792,10416.0,439970.0
261,Software Development,TN,9,5920.0,792,10416.0,439970.0
262,Software Development,OR,9,6250.0,792,10416.0,439970.0
263,Software Development,DC,8,2400.0,792,10416.0,439970.0
264,Software Development,UT,6,9445.0,792,10416.0,439970.0
265,Software Development,SD,6,11445.0,792,10416.0,439970.0
266,Software Development,MO,6,,792,10416.0,439970.0
267,Software Development,WI,5,13387.0,792,10416.0,439970.0
268,Software Development,IN,5,9779.0,792,10416.0,439970.0
269,Software Development,DE,5,12045.0,792,10416.0,439970.0
270,Software Development,SC,4,7291.0,792,10416.0,439970.0
271,Software Development,OK,4,11445.0,792,10416.0,439970.0
272,Software Development,MN,4,33333.0,792,10416.0,439970.0
273,Software Development,KY,4,11445.0,792,10416.0,439970.0
274,Software Development,CT,4,8000.0,792,10416.0,439970.0
275,Software Development,AL,4,10416.0,792,10416.0,439970.0
276,Software Development,NH,3,9779.0,792,10416.0,439970.0
277,Software Development,ND,3,7908.0,792,10416.0,439970.0
278,Software Development,MS,3,,792,10416.0,439970.0
279,Software Development,AR,3,11445.0,792,10416.0,439970.0
280,Software Development,RI,2,11445.0,792,10416.0,439970.0
281,Software Development,NE,2,11445.0,792,10416.0,439970.0
282,Software Development,ME,2,,792,10416.0,439970.0
283,Software Development,LA,2,16666.0,792,10416.0,439970.0
284,Software Development,KS,2,,792,10416.0,439970.0
285,Software Development,NV,1,3840.0,792,10416.0,439970.0
286,Software Development,NM,1,,792,10416.0,439970.0
287,Software Development,MT,1,13387.0,792,10416.0,439970.0
288,Software Development,ID,1,,792,10416.0,439970.0
289,Software Development,IA,1,22654.0,792,10416.0,439970.0
290,"Technology, Information and Internet",CA,114,12250.0,587,7958.0,271536.0
291,"Technology, Information and Internet",WA,64,13500.0,587,7958.0,271536.0
292,"Technology, Information and Internet",,55,9583.0,587,7958.0,271536.0
293,"Technology, Information and Internet",NY,40,12291.0,587,7958.0,271536.0
294,"Technology, Information and Internet",IL,35,13541.0,587,7958.0,271536.0
295,"Technology, Information and Internet",TX,33,8750.0,587,7958.0,271536.0
