,med_salary,formatted_work_type
2672,6000,Full-time
2673,8800,Contract
2674,3146,Full-time
2675,6458,Full-time
2676,5825,Full-time
2677,12000,Full-time
2678,9600,Contract
2679,8000,Part-time
2680,3200,Full-time
2681,7708,Full-time
2682,15200,Contract
2683,4000,Full-time
2684,3520,Full-time
2685,12083,Full-time
2686,4320,Full-time
2687,3040,Contract
2688,8079,Full-time
2689,6083,Full-time
2690,3200,Part-time
2691,4960,Contract
2692,5208,Full-time
2693,7500,Full-time
2694,4000,Full-time
2695,6566,Full-time
2696,8366,Full-time
2697,6333,Full-time
2698,10080,Full-time
2699,15879,Full-time
2700,2720,Full-time
2701,15810,Full-time
2702,5120,Contract
2703,2720,Contract
2704,5120,Full-time
2705,11200,Contract
2706,7791,Full-time
2707,18750,Full-time
2708,8333,Full-time
2709,12083,Full-time
2710,5833,Full-time
2711,4262,Full-time
2712,10208,Full-time
2713,2080,Internship
2714,8333,Full-time
2715,7520,Full-time
2716,6250,Full-time
2717,3840,Full-time
2718,12500,Full-time
2719,5416,Full-time
2720,6720,Full-time
2721,4791,Full-time
2722,6979,Full-time
2723,2400,Part-time
2724,5000,Full-time
2725,2400,Full-time
2726,2720,Full-time
2727,3916,Full-time
2728,14012,Full-time
2729,1,Full-time
2730,3958,Full-time
2731,20833,Full-time
2732,14583,Full-time
2733,9458,Full-time
2734,11040,Contract
2735,10000,Full-time
2736,3208,Part-time
2737,5280,Full-time
2738,10416,Full-time
2739,7500,Full-time
2740,2560,Full-time
2741,3200,Full-time
2742,4583,Full-time
2743,15879,Full-time
2744,15879,Full-time
2745,15879,Full-time
2746,12500,Full-time
2747,15360,Contract
2748,5000,Full-time
2749,4000,Full-time
2750,3800,Full-time
2751,3040,Full-time
2752,1,Internship
2753,6000,Full-time
2754,5000,Full-time
2755,6666,Full-time
2756,11941,Full-time
2757,5625,Full-time
2758,6720,Contract
2759,11520,Contract
2760,4320,Contract
2761,5600,Contract
2762,4800,Part-time
2763,6666,Full-time
2764,15879,Full-time
2765,4320,Part-time
2766,3800,Full-time
2767,2400,Full-time
2768,11666,Full-time
2769,8333,Full-time
2770,5280,Full-time
2771,2400,Full-time
2772,4375,Full-time
2773,8958,Full-time
2774,4640,Full-time
2775,6471,Full-time
2776,15879,Full-time
2777,15879,Full-time
2778,11666,Full-time
2779,3146,Full-time
2780,4320,Part-time
2781,2000,Part-time
2782,4791,Full-time
2783,5208,Full-time
2784,7708,Full-time
2785,11360,Contract
2786,3500,Full-time
2787,6875,Full-time
2788,20833,Full-time
2789,3520,Full-time
2790,17916,Full-time
2791,14250,Full-time
2792,14250,Full-time
2793,3708,Full-time
2794,5373,Full-time
2795,10612,Full-time
2796,6197,Full-time
2797,14080,Full-time
2798,6166,Full-time
2799,14166,Full-time
2800,4114,Full-time
2801,5375,Full-time
2802,2720,Part-time
2803,18750,Full-time
2804,5920,Temporary
2805,9106,Other
2806,7204,Full-time
2807,6916,Full-time
2808,4991,Full-time
2809,5333,Full-time
2810,4160,Full-time
2811,4420,Full-time
2812,8333,Temporary
2813,26458,Full-time
2814,2400,Contract
2815,2880,Full-time
2816,6666,Full-time
2817,3200,Full-time
2818,12083,Full-time
2819,6041,Full-time
2820,6666,Full-time
2821,6041,Full-time
2822,13333,Full-time
2823,17500,Contract
2824,2560,Full-time
2825,9583,Full-time
2826,3200,Part-time
2827,3833,Full-time
2828,3360,Full-time
2829,7291,Full-time
2830,3418,Part-time
2831,11458,Full-time
2832,6240,Temporary
2833,6250,Full-time
2834,2880,Full-time
2835,3040,Full-time
2836,15000,Full-time
2837,3520,Contract
2838,6666,Full-time
2839,12083,Full-time
2840,2720,Full-time
2841,13287,Full-time
2842,10416,Full-time
2843,6250,Full-time
2844,22916,Full-time
2845,3040,Full-time
2846,4000,Full-time
2847,7916,Full-time
2848,3040,Part-time
2849,6255,Full-time
2850,9166,Full-time
2851,9437,Full-time
2852,2720,Full-time
2853,3040,Full-time
2854,10000,Full-time
2855,6041,Full-time
2856,36274,Full-time
2857,17916,Full-time
2858,17916,Full-time
2859,12500,Full-time
2860,12912,Full-time
2861,10400,Contract
2862,6041,Full-time
2863,8750,Full-time
2864,1,Full-time
2865,11041,Full-time
2866,9791,Full-time
2867,5600,Full-time
2868,4160,Full-time
2869,9280,Full-time
2870,7916,Full-time
2871,7680,Full-time
2872,8371,Full-time
2873,12083,Full-time
2874,5120,Full-time
2875,6875,Full-time
2876,5000,Full-time
2877,7916,Full-time
2878,6720,Contract
2879,2560,Full-time
2880,4160,Full-time
2881,8333,Full-time
2882,7500,Full-time
2883,2,Full-time
2884,7200,Contract
2885,3840,Full-time
2886,9291,Full-time
2887,4099,Full-time
2888,10929,Full-time
2889,3200,Full-time
2890,5833,Full-time
2891,3520,Full-time
2892,11250,Full-time
2893,4960,Full-time
2894,2400,Temporary
2895,1920,Part-time
2896,2720,Part-time
2897,13333,Full-time
2898,2720,Part-time
2899,5710,Full-time
2900,5600,Full-time
2901,2720,Part-time
2902,9833,Full-time
2903,6600,Full-time
2904,15041,Full-time
2905,11083,Full-time
2906,12166,Full-time
2907,10666,Full-time
2908,11083,Full-time
2909,8166,Full-time
2910,4800,Full-time
2911,5120,Full-time
2912,3200,Part-time
2913,5280,Full-time
2914,4320,Contract
2915,3360,Contract
2916,6041,Full-time
2917,12083,Full-time
2918,4960,Contract
2919,11041,Full-time
2920,2560,Full-time
2921,2400,Part-time
2922,5920,Full-time
2923,2880,Part-time
2924,6431,Full-time
2925,22916,Full-time
2926,3040,Full-time
2927,11083,Full-time
2928,9802,Full-time
2929,5073,Full-time
2930,8958,Full-time
2931,12500,Full-time
2932,2240,Full-time
2933,8750,Full-time
2934,9166,Full-time
2935,4166,Full-time
2936,4750,Full-time
2937,8333,Full-time
2938,5600,Full-time
2939,2880,Full-time
2940,4320,Contract
2941,4320,Contract
2942,12291,Full-time
2943,3520,Full-time
2944,9833,Full-time
2945,6600,Full-time
2946,12843,Full-time
2947,16104,Full-time
2948,15093,Full-time
2949,5073,Full-time
2950,4000,Part-time
2951,22137,Full-time
2952,12387,Full-time
2953,12291,Full-time
2954,4620,Full-time
2955,5603,Full-time
2956,3200,Full-time
2957,5600,Contract
2958,5440,Contract
2959,12166,Full-time
2960,11083,Full-time
2961,11457,Full-time
2962,8958,Full-time
2963,8494,Full-time
2964,3360,Full-time
2965,19620,Full-time
2966,3520,Full-time
2967,10833,Full-time
2968,3040,Temporary
2969,3680,Contract
2970,6458,Full-time
2971,12166,Full-time
2972,9908,Full-time
2973,10593,Full-time
2974,9166,Full-time
2975,3,Contract
2976,8333,Full-time
2977,9666,Full-time
2978,18541,Full-time
2979,8958,Full-time
2980,8958,Full-time
2981,7787,Full-time
2982,2315,Full-time
2983,22083,Full-time
2984,8500,Full-time
2985,9666,Full-time
2986,13050,Full-time
2987,12166,Full-time
2988,9558,Full-time
2989,5120,Full-time
2990,13120,Full-time
2991,2720,Full-time
2992,7040,Contract
2993,7750,Full-time
2994,9833,Full-time
2995,13012,Full-time
2996,4000,Full-time
2997,15916,Full-time
2998,14500,Full-time
2999,2560,Full-time
3000,23495,Full-time
3001,13516,Full-time
3002,13516,Full-time
3003,8494,Full-time
3004,6041,Full-time
3005,2560,Full-time
3006,12437,Full-time
3007,15575,Full-time
3008,23958,Full-time
3009,16475,Full-time
3010,7260,Full-time
3011,5750,Full-time
3012,6250,Full-time
3013,2560,Full-time
3014,15575,Full-time
3015,3360,Full-time
3016,3520,Full-time
3017,3200,Full-time
3018,3360,Full-time
3019,3466,Full-time
3020,3360,Full-time
3021,12500,Full-time
3022,3200,Full-time
3023,3520,Full-time
3024,13583,Full-time
3025,7708,Full-time
3026,3360,Full-time
3027,10625,Full-time
3028,17500,Full-time
3029,9375,Full-time
3030,12916,Full-time
3031,3500,Full-time
3032,3040,Full-time
3033,9166,Full-time
3034,6250,Full-time
3035,3040,Full-time
3036,6933,Full-time
3037,13750,Full-time
3038,12679,Full-time
3039,13333,Full-time
3040,6333,Full-time
3041,8333,Full-time
3042,6666,Full-time
3043,5280,Part-time
3044,4791,Full-time
3045,7500,Full-time
3046,10845,Full-time
3047,4160,Full-time
3048,7503,Full-time
3049,4250,Full-time
3050,3200,Full-time
3051,6716,Full-time
3052,6250,Full-time
3053,6250,Full-time
3054,9375,Full-time
3055,5759,Full-time
3056,3840,Full-time
3057,12500,Full-time
3058,3200,Contract
3059,6716,Full-time
3060,5916,Full-time
3061,3520,Full-time
3062,5000,Full-time
3063,7916,Full-time
3064,8333,Full-time
3065,10083,Full-time
3066,9583,Full-time
3067,8170,Full-time
3068,3360,Full-time
3069,2560,Full-time
3070,2720,Full-time
3071,4960,Full-time
3072,3040,Full-time
3073,7200,Part-time
3074,21875,Full-time
3075,17500,Full-time
3076,3791,Full-time
3077,6250,Full-time
3078,6000,Full-time
3079,3200,Part-time
3080,18750,Full-time
3081,9166,Full-time
3082,4960,Full-time
3083,20833,Full-time
3084,11484,Other
3085,3360,Full-time
3086,8883,Other
3087,20833,Full-time
3088,18750,Full-time
3089,5375,Full-time
3090,18384,Full-time
3091,10240,Contract
3092,5920,Contract
3093,21416,Full-time
3094,2720,Full-time
3095,12250,Full-time
3096,21416,Full-time
3097,4000,Full-time
3098,4000,Full-time
3099,4000,Full-time
3100,2720,Full-time
3101,4000,Full-time
3102,4000,Full-time
3103,4000,Full-time
3104,4000,Full-time
3105,4000,Full-time
3106,7291,Full-time
3107,7575,Full-time
3108,4320,Contract
3109,1583,Internship
3110,11360,Contract
3111,6458,Full-time
3112,6875,Full-time
3113,7916,Full-time
3114,5833,Full-time
3115,5625,Full-time
3116,8333,Contract
3117,9920,Contract
3118,7916,Full-time
3119,7500,Full-time
3120,5833,Full-time
3121,4875,Full-time
3122,17083,Full-time
3123,12320,Full-time
3124,6458,Contract
3125,9166,Full-time
3126,3360,Contract
3127,3360,Part-time
3128,8800,Full-time
3129,4800,Contract
3130,16800,Contract
3131,3541,Full-time
3132,7200,Full-time
3133,4791,Full-time
3134,10416,Full-time
3135,10416,Full-time
3136,10416,Full-time
3137,17083,Internship
3138,3360,Internship
3139,2560,Full-time
3140,3360,Internship
3141,2880,Full-time
3142,8662,Full-time
3143,7625,Full-time
3144,9625,Full-time
3145,7291,Full-time
3146,8662,Full-time
3147,4000,Full-time
3148,3360,Part-time
3149,4278,Full-time
3150,7552,Full-time
3151,33333,Full-time
3152,6708,Full-time
3153,7625,Full-time
3154,3360,Full-time
3155,6833,Full-time
3156,16666,Full-time
3157,20531,Full-time
3158,2880,Full-time
3159,2880,Full-time
3160,5205,Full-time
3161,2880,Full-time
3162,7916,Full-time
3163,8541,Full-time
3164,5760,Full-time
3165,8000,Full-time
3166,3840,Full-time
3167,3040,Full-time
3168,25504,Full-time
3169,8000,Full-time
3170,4800,Full-time
3171,33333,Full-time
3172,5920,Full-time
3173,5915,Full-time
3174,6741,Full-time
3175,9850,Full-time
3176,8606,Full-time
3177,66666,Full-time
3178,7625,Full-time
3179,3040,Full-time
3180,8750,Full-time
3181,5983,Full-time
3182,2560,Full-time
3183,11250,Full-time
3184,17769,Full-time
3185,2400,Full-time
3186,4320,Temporary
3187,3200,Full-time
3188,5898,Full-time
3189,7625,Full-time
3190,10416,Full-time
3191,2400,Full-time
3192,12353,Full-time
3193,3040,Full-time
3194,33333,Full-time
3195,8608,Full-time
3196,7076,Full-time
3197,2880,Full-time
3198,3680,Full-time
3199,8000,Full-time
3200,16666,Full-time
3201,6666,Full-time
3202,6708,Full-time
3203,9133,Full-time
3204,7500,Full-time
3205,5898,Full-time
3206,5915,Full-time
3207,8606,Full-time
3208,9850,Full-time
3209,8606,Full-time
3210,5915,Full-time
3211,9850,Full-time
3212,5915,Full-time
3213,16666,Full-time
3214,9316,Full-time
3215,9891,Full-time
3216,4000,Full-time
3217,6708,Full-time
3218,5958,Full-time
3219,2560,Full-time
3220,3360,Full-time
3221,12000,Full-time
3222,3840,Full-time
3223,5920,Full-time
3224,5915,Full-time
3225,66666,Full-time
3226,26250,Full-time
3227,2240,Full-time
3228,7594,Full-time
3229,7083,Full-time
3230,6875,Full-time
3231,5760,Full-time
3232,5760,Full-time
3233,16666,Full-time
3234,33333,Full-time
3235,12000,Full-time
3236,5920,Full-time
3237,7450,Full-time
3238,3360,Full-time
3239,16666,Full-time
3240,16666,Full-time
3241,5898,Full-time
3242,3520,Part-time
3243,6741,Full-time
3244,5915,Full-time
3245,5915,Full-time
3246,9850,Full-time
3247,10000,Full-time
3248,2400,Full-time
3249,2400,Part-time
3250,7275,Full-time
3251,13670,Full-time
3252,7500,Full-time
3253,13125,Full-time
3254,12000,Full-time
3255,5915,Full-time
3256,3680,Full-time
3257,2240,Part-time
3258,2720,Full-time
3259,4320,Full-time
3260,10766,Full-time
3261,12000,Full-time
3262,8794,Full-time
3263,2400,Full-time
3264,3840,Full-time
3265,6875,Full-time
3266,7916,Full-time
3267,6400,Contract
3268,8437,Full-time
3269,7142,Full-time
3270,7076,Full-time
3271,33333,Full-time
3272,6400,Part-time
3273,3840,Full-time
3274,14416,Full-time
3275,9891,Full-time
3276,9094,Full-time
3277,3040,Full-time
3278,2880,Part-time
3279,4783,Full-time
3280,7575,Full-time
3281,5417,Full-time
3282,4583,Full-time
3283,7083,Full-time
3284,8160,Full-time
3285,6625,Contract
3286,2880,Full-time
3287,11712,Part-time
3288,13916,Full-time
3289,3520,Full-time
3290,4320,Full-time
3291,9466,Full-time
3292,14833,Full-time
3293,9362,Full-time
3294,4640,Full-time
3295,5916,Full-time
3296,14400,Full-time
3297,6833,Full-time
3298,5280,Full-time
3299,9891,Full-time
3300,9891,Full-time
3301,3040,Full-time
3302,5280,Full-time
3303,6875,Full-time
3304,2400,Part-time
3305,15416,Full-time
3306,4000,Full-time
3307,9524,Full-time
3308,3360,Full-time
3309,7812,Full-time
3310,4960,Part-time
3311,5760,Full-time
3312,8541,Full-time
3313,5904,Full-time
3314,5208,Full-time
3315,9346,Full-time
3316,5416,Full-time
3317,8800,Full-time
3318,7862,Full-time
3319,4583,Full-time
3320,5920,Full-time
3321,9108,Full-time
3322,4160,Full-time
3323,4333,Full-time
3324,6604,Full-time
3325,8160,Full-time
3326,7520,Part-time
3327,2880,Full-time
3328,4583,Full-time
3329,5829,Full-time
3330,2720,Full-time
3331,5440,Full-time
3332,3520,Full-time
3333,3680,Full-time
3334,7708,Full-time
3335,5833,Full-time
3336,16666,Full-time
3337,7083,Full-time
3338,7083,Full-time
3339,16666,Full-time
3340,8333,Full-time
3341,10000,Full-time
3342,6966,Full-time
3343,3200,Contract
3344,12291,Full-time
3345,5416,Contract
3346,7708,Full-time
3347,15000,Full-time
3348,10000,Full-time
3349,7500,Full-time
3350,3680,Full-time
3351,10791,Full-time
3352,14583,Full-time
3353,7291,Full-time
3354,12044,Full-time
3355,6080,Full-time
3356,6875,Full-time
3357,8750,Full-time
3358,6875,Full-time
3359,8333,Full-time
3360,4160,Internship
3361,4640,Full-time
3362,4320,Full-time
3363,11937,Full-time
3364,9070,Full-time
3365,11315,Full-time
3366,6760,Full-time
3367,3200,Full-time
3368,5716,Full-time
3369,5920,Full-time
3370,3040,Full-time
3371,11012,Full-time
3372,11020,Full-time
3373,15000,Full-time
3374,2880,Full-time
3375,5120,Full-time
3376,8541,Full-time
3377,7708,Full-time
3378,8958,Full-time
3379,12083,Full-time
3380,9583,Full-time
3381,6458,Full-time
3382,6666,Full-time
3383,20833,Full-time
3384,7500,Full-time
3385,20833,Full-time
3386,3840,Full-time
3387,2400,Full-time
3388,4800,Full-time
3389,8657,Full-time
3390,8370,Full-time
3391,11535,Full-time
3392,62500,Full-time
3393,13750,Full-time
3394,10833,Full-time
3395,5833,Full-time
3396,12083,Full-time
3397,5600,Contract
3398,6250,Full-time
3399,3040,Full-time
3400,4000,Full-time
3401,2880,Full-time
3402,8541,Full-time
3403,6020,Full-time
3404,6020,Full-time
3405,13333,Contract
3406,10040,Full-time
3407,3040,Full-time
3408,11020,Full-time
3409,2720,Full-time
3410,14625,Full-time
3411,2240,Full-time
3412,14568,Full-time
3413,15208,Full-time
3414,20833,Full-time
3415,20833,Full-time
3416,8333,Full-time
3417,3520,Full-time
3418,4320,Full-time
3419,3541,Full-time
3420,10250,Full-time
3421,5920,Full-time
3422,9340,Internship
3423,6250,Full-time
3424,5120,Full-time
3425,3520,Full-time
3426,4000,Full-time
3427,5833,Full-time
3428,2560,Full-time
3429,3812,Full-time
3430,2880,Full-time
3431,3200,Full-time
3432,3200,Contract
3433,9166,Full-time
3434,10833,Full-time
3435,12083,Full-time
3436,15000,Full-time
3437,10000,Full-time
3438,5208,Full-time
3439,6666,Full-time
3440,14583,Full-time
3441,10833,Full-time
3442,8333,Full-time
3443,8125,Full-time
3444,2880,Part-time
3445,4480,Full-time
3446,3200,Full-time
3447,10416,Full-time
3448,7300,Full-time
3449,6280,Full-time
3450,11208,Full-time
3451,3840,Full-time
3452,14250,Full-time
3453,16507,Full-time
3454,14291,Full-time
3455,9166,Full-time
3456,5000,Full-time
3457,3040,Full-time
3458,3040,Full-time
3459,3040,Full-time
3460,10009,Full-time
3461,2720,Full-time
3462,11250,Full-time
3463,5120,Full-time
3464,10833,Full-time
3465,9125,Full-time
3466,3516,Full-time
3467,3040,Full-time
3468,3840,Full-time
3469,4320,Full-time
3470,14625,Full-time
3471,7083,Full-time
3472,4000,Internship
3473,3360,Full-time
3474,12083,Full-time
3475,11250,Full-time
3476,3040,Full-time
3477,3040,Full-time
3478,3040,Full-time
3479,3040,Full-time
3480,3812,Full-time
3481,17250,Full-time
3482,3840,Full-time
3483,3680,Full-time
3484,2720,Full-time
3485,2720,Full-time
3486,2422,Full-time
3487,2720,Full-time
3488,3200,Full-time
3489,9166,Full-time
3490,2080,Full-time
3491,2080,Full-time
3492,3520,Full-time
3493,2720,Full-time
3494,8283,Full-time
3495,14583,Full-time
3496,5625,Full-time
3497,6250,Full-time
3498,62500,Full-time
3499,10833,Full-time
3500,4166,Full-time
3501,2720,Part-time
3502,7105,Full-time
3503,3680,Full-time
3504,12500,Full-time
3505,2720,Full-time
3506,4000,Full-time
3507,12030,Full-time
3508,12733,Full-time
3509,3200,Full-time
3510,4800,Part-time
3511,4160,Full-time
3512,11875,Full-time
3513,3360,Full-time
3514,14833,Full-time
3515,19833,Full-time
3516,3520,Full-time
3517,11083,Full-time
3518,19000,Full-time
3519,13625,Full-time
3520,22416,Full-time
3521,6500,Full-time
3522,6500,Full-time
3523,3040,Full-time
3524,4320,Full-time
3525,4316,Full-time
3526,3520,Part-time
3527,5893,Full-time
3528,2240,Full-time
3529,6400,Full-time
3530,8657,Full-time
3531,4160,Full-time
3532,3040,Full-time
3533,5920,Full-time
3534,10833,Contract
3535,10833,Full-time
3536,3040,Full-time
3537,5833,Full-time
3538,10009,Full-time
3539,2720,Full-time
3540,4375,Full-time
3541,7500,Full-time
3542,7083,Full-time
3543,4000,Full-time
3544,12733,Full-time
3545,2080,Full-time
3546,6000,Full-time
3547,12541,Full-time
3548,4000,Full-time
3549,7083,Full-time
3550,19500,Full-time
3551,14125,Full-time
3552,16666,Full-time
3553,22083,Full-time
3554,12960,Contract
3555,3520,Contract
3556,4000,Full-time
3557,11583,Full-time
3558,11250,Full-time
3559,2720,Full-time
3560,2720,Full-time
3561,5537,Full-time
3562,4000,Full-time
3563,5833,Full-time
3564,3200,Full-time
3565,12208,Full-time
3566,2240,Part-time
3567,3200,Full-time
3568,2400,Full-time
3569,2880,Full-time
3570,2400,Full-time
3571,19500,Full-time
3572,13625,Full-time
3573,2880,Full-time
3574,14708,Full-time
3575,10566,Full-time
3576,22416,Full-time
3577,7837,Full-time
3578,2080,Part-time
3579,3040,Full-time
3580,11208,Full-time
3581,16250,Full-time
3582,15250,Full-time
3583,14458,Full-time
3584,8750,Full-time
3585,11409,Part-time
3586,7333,Full-time
3587,7088,Full-time
3588,7333,Full-time
3589,3360,Full-time
3590,2720,Full-time
3591,7583,Full-time
3592,6606,Full-time
3593,7958,Full-time
3594,12170,Full-time
3595,9416,Full-time
3596,5280,Full-time
3597,11250,Full-time
3598,14458,Full-time
3599,19500,Full-time
3600,22416,Full-time
3601,7500,Full-time
3602,4640,Full-time
3603,6375,Full-time
3604,5760,Contract
3605,5760,Contract
3606,1750,Full-time
3607,3840,Full-time
3608,10750,Full-time
3609,3200,Full-time
3610,4166,Full-time
3611,9942,Full-time
3612,3520,Part-time
3613,5208,Full-time
3614,6458,Full-time
3615,1920,Part-time
3616,3040,Full-time
3617,3840,Full-time
3618,3360,Full-time
3619,11708,Full-time
3620,11250,Full-time
3621,2240,Part-time
3622,19500,Full-time
3623,19500,Full-time
3624,19500,Full-time
3625,14666,Full-time
3626,13500,Full-time
3627,8958,Full-time
3628,6875,Full-time
3629,8640,Contract
3630,5250,Full-time
3631,15833,Full-time
3632,13541,Full-time
3633,4687,Full-time
3634,7970,Full-time
3635,7975,Full-time
3636,11158,Full-time
3637,9962,Full-time
3638,11158,Full-time
3639,9962,Full-time
3640,12891,Full-time
3641,2880,Full-time
3642,2880,Full-time
3643,2880,Full-time
3644,7046,Full-time
3645,8000,Part-time
3646,20195,Full-time
3647,4160,Full-time
3648,4800,Full-time
3649,5440,Full-time
3650,5440,Full-time
3651,3040,Full-time
3652,2080,Part-time
3653,4976,Full-time
3654,19500,Full-time
3655,13625,Full-time
3656,13500,Full-time
3657,13500,Full-time
3658,15250,Full-time
3659,15891,Full-time
3660,22416,Full-time
3661,22416,Full-time
3662,22083,Full-time
3663,3200,Full-time
3664,14666,Full-time
3665,6666,Full-time
3666,16250,Full-time
3667,3200,Full-time
3668,6412,Full-time
3669,6319,Part-time
3670,1750,Full-time
3671,5416,Full-time
3672,7975,Full-time
3673,6325,Full-time
3674,6325,Full-time
3675,11158,Full-time
3676,2400,Full-time
3677,2560,Full-time
3678,5760,Contract
3679,5333,Full-time
3680,4766,Full-time
3681,2880,Full-time
3682,3200,Full-time
3683,4000,Full-time
3684,2080,Full-time
3685,20833,Full-time
3686,11875,Full-time
3687,3360,Full-time
3688,9104,Full-time
3689,9337,Full-time
3690,22416,Full-time
3691,8083,Full-time
3692,22083,Full-time
3693,22083,Full-time
3694,5416,Full-time
3695,4000,Full-time
3696,8333,Full-time
3697,8000,Full-time
3698,17333,Full-time
3699,5760,Contract
3700,5416,Full-time
3701,5766,Full-time
3702,17762,Full-time
3703,4000,Full-time
3704,4000,Full-time
3705,9000,Full-time
3706,4799,Part-time
3707,7291,Full-time
3708,19500,Full-time
3709,8700,Full-time
3710,19500,Full-time
3711,10566,Full-time
3712,2240,Part-time
3713,12800,Contract
3714,11250,Full-time
3715,14400,Full-time
3716,15375,Full-time
3717,3680,Part-time
3718,11158,Full-time
3719,9962,Full-time
3720,9962,Full-time
3721,9962,Full-time
3722,4000,Full-time
3723,4000,Full-time
3724,5208,Full-time
3725,5833,Full-time
3726,6263,Full-time
3727,3520,Full-time
3728,2720,Full-time
3729,2720,Full-time
3730,2720,Full-time
3731,6240,Contract
3732,11583,Full-time
3733,8750,Full-time
3734,4583,Full-time
3735,7291,Contract
3736,5625,Full-time
3737,15833,Full-time
3738,12291,Full-time
3739,4687,Full-time
3740,3200,Full-time
3741,9962,Full-time
3742,7975,Full-time
3743,11158,Full-time
3744,7970,Full-time
3745,11158,Full-time
3746,9962,Full-time
3747,9958,Full-time
3748,11158,Full-time
3749,6250,Full-time
3750,10875,Full-time
3751,12329,Full-time
3752,6250,Full-time
3753,6250,Full-time
3754,6250,Full-time
3755,2400,Full-time
3756,2720,Full-time
3757,2720,Full-time
3758,11234,Full-time
3759,11234,Full-time
3760,11234,Full-time
3761,11234,Full-time
3762,10720,Contract
3763,3840,Full-time
3764,9962,Full-time
3765,14458,Full-time
3766,15833,Full-time
3767,1750,Full-time
3768,7083,Full-time
3769,7975,Full-time
3770,3360,Full-time
3771,3840,Full-time
3772,3200,Full-time
3773,9583,Full-time
3774,6250,Full-time
3775,6250,Full-time
3776,6250,Full-time
3777,9583,Full-time
3778,4160,Full-time
3779,18916,Full-time
3780,2720,Full-time
3781,2720,Full-time
3782,2720,Full-time
3783,2720,Full-time
3784,2720,Full-time
3785,11284,Full-time
3786,2880,Part-time
3787,4000,Full-time
3788,9958,Full-time
3789,11158,Full-time
3790,7975,Full-time
3791,11158,Full-time
3792,7970,Full-time
3793,14500,Full-time
3794,6250,Full-time
3795,6250,Full-time
3796,6400,Full-time
3797,2720,Full-time
3798,3541,Full-time
3799,7520,Part-time
3800,5416,Full-time
3801,8333,Full-time
3802,7021,Full-time
3803,11234,Full-time
3804,11234,Full-time
3805,5833,Full-time
3806,3520,Full-time
3807,3200,Full-time
3808,7133,Full-time
3809,9962,Full-time
3810,3680,Full-time
3811,11250,Full-time
3812,5625,Full-time
3813,7708,Full-time
3814,3360,Full-time
3815,6666,Full-time
3816,7978,Full-time
3817,4000,Full-time
3818,2720,Full-time
3819,2720,Full-time
3820,2720,Full-time
3821,2720,Full-time
3822,2720,Full-time
3823,5133,Full-time
3824,11869,Full-time
3825,11458,Full-time
3826,11173,Full-time
3827,7454,Full-time
3828,11234,Full-time
3829,6054,Full-time
3830,4640,Full-time
3831,4800,Full-time
3832,9125,Full-time
3833,3680,Part-time
3834,3840,Full-time
3835,13541,Full-time
3836,5833,Full-time
3837,6423,Full-time
3838,10570,Full-time
3839,2720,Full-time
3840,2720,Full-time
3841,2880,Full-time
3842,4000,Temporary
3843,11234,Full-time
3844,11234,Full-time
3845,10000,Full-time
3846,12000,Full-time
3847,4960,Full-time
3848,2880,Full-time
3849,3520,Full-time
3850,8800,Full-time
3851,4320,Full-time
3852,11840,Full-time
3853,2400,Part-time
3854,5120,Full-time
3855,2880,Full-time
3856,8333,Full-time
3857,6250,Full-time
3858,6250,Full-time
3859,13083,Full-time
3860,2720,Full-time
3861,2720,Full-time
3862,2720,Full-time
3863,4583,Full-time
3864,13054,Full-time
3865,3520,Full-time
3866,11234,Full-time
3867,4960,Full-time
3868,11250,Full-time
3869,3840,Full-time
3870,4640,Full-time
3871,3680,Full-time
3872,8333,Full-time
3873,14583,Full-time
3874,3360,Full-time
3875,8083,Full-time
3876,8000,Full-time
3877,6458,Full-time
3878,2720,Full-time
3879,2720,Full-time
3880,7908,Full-time
3881,11234,Full-time
3882,4640,Full-time
3883,20866,Full-time
3884,4000,Full-time
3885,12600,Full-time
3886,6054,Full-time
3887,5280,Full-time
3888,4000,Part-time
3889,8800,Part-time
3890,5600,Full-time
3891,8333,Full-time
3892,2880,Full-time
3893,2880,Full-time
3894,15916,Full-time
3895,4160,Full-time
3896,3840,Full-time
3897,3520,Full-time
3898,17416,Full-time
3899,10000,Full-time
3900,4640,Full-time
3901,4640,Full-time
3902,6520,Full-time
3903,3840,Full-time
3904,7708,Full-time
3905,4480,Full-time
3906,3200,Full-time
3907,6240,Full-time
3908,2400,Part-time
3909,6186,Temporary
3910,2880,Part-time
3911,2880,Full-time
3912,2880,Full-time
3913,2880,Part-time
3914,6054,Full-time
3915,6720,Full-time
3916,8708,Full-time
3917,18625,Full-time
3918,17625,Full-time
3919,3520,Full-time
3920,6054,Full-time
3921,6400,Full-time
3922,6054,Full-time
3923,5760,Full-time
3924,2400,Full-time
3925,3520,Full-time
3926,12036,Full-time
3927,6054,Full-time
3928,3200,Full-time
3929,9583,Full-time
3930,14166,Full-time
3931,10937,Full-time
3932,17625,Full-time
3933,6054,Full-time
3934,8800,Part-time
3935,5280,Full-time
3936,3520,Full-time
3937,3680,Full-time
3938,18666,Full-time
3939,3680,Full-time
3940,6054,Full-time
3941,2240,Part-time
3942,2240,Part-time
3943,2400,Part-time
3944,6254,Full-time
3945,10560,Full-time
3946,5440,Full-time
3947,3200,Full-time
3948,3520,Full-time
3949,3200,Full-time
