,med_salary,formatted_work_type
5230,5416,Full-time
5231,8,Full-time
5232,11520,Contract
5233,16765,Full-time
5234,21908,Full-time
5235,10416,Contract
5236,1000,Full-time
5237,16765,Full-time
5238,9710,Full-time
5239,4583,Full-time
5240,16765,Full-time
5241,3958,Full-time
5242,4375,Full-time
5243,4160,Contract
5244,8000,Full-time
5245,6250,Full-time
5246,7916,Full-time
5247,7708,Full-time
5248,10416,Full-time
5249,11200,Contract
5250,16765,Full-time
5251,5440,Full-time
5252,16765,Full-time
5253,9600,Temporary
5254,10208,Full-time
5255,5083,Full-time
5256,9166,Full-time
5257,7500,Full-time
5258,9120,Contract
5259,3360,Full-time
5260,2240,Full-time
5261,8333,Full-time
5262,21845,Full-time
5263,2880,Full-time
5264,5625,Full-time
5265,8389,Full-time
5266,7500,Full-time
5267,2560,Contract
5268,4791,Full-time
5269,6750,Full-time
5270,16765,Full-time
5271,16666,Full-time
5272,6375,Full-time
5273,12500,Full-time
5274,14166,Full-time
5275,8750,Full-time
5276,8306,Full-time
5277,3840,Full-time
5278,6458,Full-time
5279,8125,Full-time
5280,4375,Full-time
5281,9583,Full-time
5282,15416,Full-time
5283,4000,Full-time
5284,6250,Full-time
5285,4458,Full-time
5286,11666,Full-time
5287,10800,Full-time
5288,18170,Full-time
5289,18687,Full-time
5290,12500,Full-time
5291,9583,Full-time
5292,8125,Full-time
5293,4000,Full-time
5294,4583,Full-time
5295,6250,Other
5296,12320,Contract
5297,16765,Full-time
5298,7500,Full-time
5299,3125,Full-time
5300,6400,Full-time
5301,4320,Contract
5302,9778,Contract
5303,5000,Full-time
5304,8000,Full-time
5305,28583,Full-time
5306,6250,Full-time
5307,8541,Full-time
5308,16765,Full-time
5309,7840,Contract
5310,8458,Full-time
5311,11520,Full-time
5312,11041,Full-time
5313,2400,Internship
5314,9166,Full-time
5315,5208,Full-time
5316,16691,Full-time
5317,15416,Full-time
5318,3955,Full-time
5319,3200,Full-time
5320,35,Contract
5321,12083,Full-time
5322,6666,Full-time
5323,4041,Full-time
5324,16765,Full-time
5325,10720,Contract
5326,5833,Full-time
5327,8000,Contract
5328,5000,Full-time
5329,6250,Full-time
5330,3520,Full-time
5331,7916,Full-time
5332,4320,Full-time
5333,5208,Contract
5334,5600,Full-time
5335,16765,Full-time
5336,6080,Contract
5337,6500,Full-time
5338,9583,Full-time
5339,9600,Contract
5340,5600,Temporary
5341,4375,Full-time
5342,4320,Temporary
5343,5416,Full-time
5344,9375,Full-time
5345,5416,Contract
5346,4208,Contract
5347,4160,Full-time
5348,3875,Full-time
5349,9600,Contract
5350,6080,Contract
5351,5280,Full-time
5352,3840,Full-time
5353,4960,Contract
5354,3360,Full-time
5355,7500,Full-time
5356,16765,Full-time
5357,16765,Full-time
5358,16765,Full-time
5359,13600,Contract
5360,3750,Full-time
5361,9791,Full-time
5362,10833,Full-time
5363,16765,Full-time
5364,11520,Contract
5365,4960,Full-time
5366,4166,Full-time
5367,16765,Full-time
5368,16765,Full-time
5369,3200,Full-time
5370,3840,Full-time
5371,11666,Full-time
5372,13541,Full-time
5373,6250,Full-time
5374,8920,Full-time
5375,11875,Full-time
5376,16765,Full-time
5377,8250,Full-time
5378,6666,Full-time
5379,11875,Full-time
5380,7500,Full-time
5381,3200,Internship
5382,8000,Contract
5383,4312,Full-time
5384,16666,Full-time
5385,13333,Full-time
5386,14583,Full-time
5387,10833,Full-time
5388,3360,Full-time
5389,11520,Contract
5390,8320,Full-time
5391,4583,Full-time
5392,11666,Full-time
5393,10208,Full-time
5394,4160,Contract
5395,7916,Full-time
5396,5120,Contract
5397,5562,Full-time
5398,16765,Full-time
5399,16765,Full-time
5400,12625,Full-time
5401,3040,Full-time
5402,4000,Contract
5403,16691,Full-time
5404,5625,Full-time
5405,17916,Full-time
5406,3200,Contract
5407,9791,Full-time
5408,6250,Full-time
5409,7916,Full-time
5410,6250,Full-time
5411,4166,Full-time
5412,16765,Full-time
5413,2916,Full-time
5414,7708,Full-time
5415,6666,Full-time
5416,6041,Full-time
5417,5833,Contract
5418,7208,Full-time
5419,10833,Full-time
5420,16765,Full-time
5421,7916,Full-time
5422,5416,Full-time
5423,12500,Full-time
5424,9760,Full-time
5425,6875,Full-time
5426,4583,Full-time
5427,16765,Full-time
5428,5833,Full-time
5429,8960,Contract
5430,8875,Full-time
5431,10833,Full-time
5432,13541,Full-time
5433,7291,Full-time
5434,7708,Full-time
5435,7708,Full-time
5436,9166,Full-time
5437,7083,Full-time
5438,16765,Full-time
5439,11250,Full-time
5440,11416,Full-time
5441,4312,Full-time
5442,16765,Full-time
5443,7708,Full-time
5444,7520,Full-time
5445,9166,Full-time
5446,16765,Full-time
5447,7840,Contract
5448,7500,Full-time
5449,4800,Full-time
5450,13125,Full-time
5451,4583,Full-time
5452,14720,Contract
5453,16765,Full-time
5454,8801,Full-time
5455,12500,Full-time
5456,3916,Full-time
5457,2560,Full-time
5458,5280,Full-time
5459,9583,Full-time
5460,7083,Full-time
5461,2880,Full-time
5462,6250,Full-time
5463,14583,Full-time
5464,4791,Full-time
5465,7583,Full-time
5466,9208,Full-time
5467,16765,Full-time
5468,16765,Full-time
5469,8750,Full-time
5470,16765,Full-time
5471,5416,Full-time
5472,13958,Full-time
5473,3200,Full-time
5474,16765,Full-time
5475,7083,Full-time
5476,6129,Full-time
5477,7500,Full-time
5478,5440,Contract
5479,3520,Full-time
5480,5208,Full-time
5481,7083,Full-time
5482,10400,Contract
5483,3840,Contract
5484,11666,Full-time
5485,11250,Full-time
5486,7520,Contract
5487,14583,Full-time
5488,7500,Full-time
5489,13750,Full-time
5490,9920,Contract
5491,16765,Full-time
5492,3360,Full-time
5493,7500,Full-time
5494,16765,Full-time
5495,3791,Full-time
5496,2400,Full-time
5497,3680,Full-time
5498,9166,Full-time
5499,5760,Full-time
5500,20575,Full-time
5501,16765,Full-time
5502,12500,Full-time
5503,4583,Full-time
5504,16765,Full-time
5505,13541,Full-time
5506,16765,Full-time
5507,16765,Full-time
5508,16765,Full-time
5509,8125,Full-time
5510,6666,Full-time
5511,11250,Full-time
5512,5844,Full-time
5513,5417,Full-time
5514,10794,Full-time
5515,3916,Full-time
5516,7916,Full-time
5517,4191,Full-time
5518,4916,Full-time
5519,2400,Full-time
5520,4191,Full-time
5521,4916,Full-time
5522,10833,Full-time
5523,6500,Full-time
5524,3520,Full-time
5525,10000,Full-time
5526,7500,Full-time
5527,16337,Full-time
5528,3840,Full-time
5529,19962,Full-time
5530,8000,Contract
5531,2400,Contract
5532,7500,Full-time
5533,6250,Full-time
5534,10208,Full-time
5535,4291,Full-time
5536,7291,Full-time
5537,6666,Full-time
5538,6240,Contract
5539,3520,Full-time
5540,16765,Full-time
5541,16765,Full-time
5542,4583,Full-time
5543,6794,Full-time
5544,16765,Full-time
5545,8333,Full-time
5546,8125,Full-time
5547,5833,Full-time
5548,2560,Full-time
5549,4191,Full-time
5550,12320,Contract
5551,16765,Full-time
5552,5208,Full-time
5553,2560,Full-time
5554,7916,Full-time
5555,3750,Full-time
5556,3958,Full-time
5557,2880,Full-time
5558,9166,Full-time
5559,18083,Full-time
5560,2880,Internship
5561,5750,Full-time
5562,9600,Contract
5563,5375,Full-time
5564,6458,Full-time
5565,16765,Full-time
5566,6666,Full-time
5567,2880,Full-time
5568,5630,Full-time
5569,9583,Full-time
5570,4320,Contract
5571,16765,Full-time
5572,4000,Contract
5573,6041,Full-time
5574,16765,Full-time
5575,6720,Contract
5576,2880,Full-time
5577,3520,Full-time
5578,4191,Full-time
5579,8229,Full-time
5580,7333,Full-time
5581,6458,Full-time
5582,3750,Full-time
5583,16625,Full-time
5584,4041,Full-time
5585,5208,Full-time
5586,6309,Full-time
5587,7375,Full-time
5588,5416,Full-time
5589,2720,Contract
5590,16765,Full-time
5591,4320,Contract
5592,5416,Full-time
5593,12500,Full-time
5594,16765,Full-time
5595,2560,Full-time
5596,2400,Full-time
5597,8333,Full-time
5598,4375,Full-time
5599,12500,Full-time
5600,11666,Full-time
5601,15241,Full-time
5602,7833,Full-time
5603,2240,Part-time
5604,2560,Full-time
5605,3833,Full-time
5606,4160,Temporary
5607,7500,Full-time
5608,11250,Full-time
5609,3200,Full-time
5610,4000,Contract
5611,3333,Full-time
5612,2880,Full-time
5613,3958,Full-time
5614,8333,Full-time
5615,3040,Full-time
5616,6875,Full-time
5617,8184,Full-time
5618,6666,Full-time
5619,8125,Full-time
5620,2080,Part-time
5621,5500,Full-time
5622,12800,Contract
5623,3520,Part-time
5624,3520,Part-time
5625,14654,Full-time
5626,3840,Full-time
5627,5000,Full-time
5628,2560,Full-time
5629,3200,Full-time
5630,2560,Full-time
5631,13541,Full-time
5632,4937,Full-time
5633,10833,Full-time
5634,6541,Full-time
5635,15833,Full-time
5636,5625,Full-time
5637,9375,Full-time
5638,16666,Full-time
5639,5280,Contract
5640,5280,Full-time
5641,6875,Full-time
5642,11458,Full-time
5643,6080,Contract
5644,11875,Full-time
5645,9166,Full-time
5646,5833,Full-time
5647,4166,Full-time
5648,5133,Full-time
5649,10080,Contract
5650,5625,Full-time
5651,17487,Full-time
5652,14654,Full-time
5653,5808,Full-time
5654,7754,Full-time
5655,3360,Full-time
5656,4583,Full-time
5657,13220,Full-time
5658,3040,Part-time
5659,4583,Full-time
5660,7916,Full-time
5661,9375,Full-time
5662,3520,Full-time
5663,5000,Full-time
5664,8958,Full-time
5665,14654,Full-time
5666,8000,Contract
5667,9004,Full-time
5668,7754,Full-time
5669,6400,Part-time
5670,6400,Full-time
5671,13220,Full-time
5672,3040,Full-time
5673,13333,Full-time
5674,6250,Full-time
5675,5000,Full-time
5676,12500,Full-time
5677,4375,Full-time
5678,5833,Full-time
5679,5333,Full-time
5680,6240,Full-time
5681,6666,Full-time
5682,14962,Full-time
5683,4791,Full-time
5684,3520,Part-time
5685,3840,Contract
5686,3840,Contract
5687,7475,Full-time
5688,15625,Full-time
5689,17487,Full-time
5690,18541,Full-time
5691,14654,Full-time
5692,5120,Contract
5693,3840,Full-time
5694,6658,Full-time
5695,7650,Full-time
5696,5120,Full-time
5697,9004,Full-time
5698,9004,Full-time
5699,7754,Full-time
5700,13695,Full-time
5701,13220,Full-time
5702,8800,Contract
5703,3200,Full-time
5704,3040,Part-time
5705,13120,Contract
5706,6720,Contract
5707,2880,Full-time
5708,6912,Full-time
5709,6250,Full-time
5710,6250,Full-time
5711,10766,Full-time
5712,3520,Full-time
5713,9791,Full-time
5714,9583,Full-time
5715,6720,Contract
5716,4583,Full-time
5717,12083,Full-time
5718,8125,Full-time
5719,15354,Full-time
5720,5416,Full-time
5721,8320,Full-time
5722,9004,Full-time
5723,9004,Full-time
5724,3520,Full-time
5725,5000,Full-time
5726,4583,Full-time
5727,11875,Full-time
5728,10600,Full-time
5729,12320,Contract
5730,9583,Full-time
5731,14166,Full-time
5732,4166,Full-time
5733,10331,Full-time
5734,11360,Contract
5735,10208,Full-time
5736,10331,Full-time
5737,7083,Full-time
5738,1920,Part-time
5739,8416,Full-time
5740,15625,Full-time
5741,4480,Full-time
5742,5208,Full-time
5743,7200,Part-time
5744,6083,Full-time
5745,2080,Full-time
5746,9120,Part-time
5747,11658,Full-time
5748,4000,Full-time
5749,11625,Full-time
5750,9120,Contract
5751,14375,Full-time
5752,3520,Full-time
5753,17487,Full-time
5754,5195,Full-time
5755,14654,Full-time
5756,5600,Full-time
5757,2560,Full-time
5758,9004,Full-time
5759,9004,Full-time
5760,7754,Full-time
5761,7754,Full-time
5762,7650,Full-time
5763,4000,Full-time
5764,6970,Full-time
5765,4000,Full-time
5766,2560,Full-time
5767,3200,Full-time
5768,8250,Full-time
5769,9166,Full-time
5770,13220,Full-time
5771,2880,Full-time
5772,4608,Full-time
5773,9120,Contract
5774,3200,Full-time
5775,14962,Full-time
5776,11962,Full-time
5777,9440,Contract
5778,6400,Contract
5779,4608,Full-time
5780,833,Full-time
5781,3750,Full-time
5782,833,Full-time
5783,3200,Full-time
5784,6041,Full-time
5785,9166,Full-time
5786,3200,Full-time
5787,10416,Full-time
5788,7916,Full-time
5789,14654,Full-time
5790,7958,Full-time
5791,2560,Full-time
5792,4480,Full-time
5793,10400,Contract
5794,7708,Full-time
5795,7754,Full-time
5796,9500,Full-time
5797,8125,Full-time
5798,6250,Full-time
5799,7360,Full-time
5800,7500,Full-time
5801,3520,Full-time
5802,6250,Full-time
5803,11520,Full-time
5804,20815,Full-time
5805,11458,Full-time
5806,9166,Full-time
5807,3360,Contract
5808,4850,Full-time
5809,12291,Full-time
5810,4320,Full-time
5811,4166,Full-time
5812,20625,Full-time
5813,6720,Contract
5814,11875,Full-time
5815,7041,Full-time
5816,7916,Full-time
5817,15354,Full-time
5818,17487,Full-time
5819,17487,Full-time
5820,17487,Full-time
5821,3360,Full-time
5822,3791,Full-time
5823,3200,Full-time
5824,7754,Full-time
5825,7720,Full-time
5826,13333,Full-time
5827,2400,Part-time
5828,15000,Full-time
5829,2880,Full-time
5830,4000,Full-time
5831,8541,Full-time
5832,2880,Full-time
5833,3680,Full-time
5834,3520,Contract
5835,4480,Contract
5836,5833,Full-time
5837,16666,Full-time
5838,11250,Full-time
5839,5833,Full-time
5840,833,Full-time
5841,6250,Full-time
5842,5138,Full-time
5843,2400,Part-time
5844,8333,Full-time
5845,10316,Full-time
5846,14166,Full-time
5847,4000,Part-time
5848,7500,Full-time
5849,5341,Full-time
5850,3040,Full-time
5851,4800,Contract
5852,6062,Full-time
5853,3547,Full-time
5854,9920,Contract
5855,10625,Full-time
5856,66666,Full-time
5857,6666,Full-time
5858,2560,Contract
5859,6250,Full-time
5860,10080,Contract
5861,8250,Full-time
5862,6666,Full-time
5863,7500,Full-time
5864,2720,Full-time
5865,9375,Full-time
5866,5360,Full-time
5867,4583,Full-time
5868,4166,Full-time
5869,4583,Full-time
5870,3200,Part-time
5871,12480,Contract
5872,5120,Contract
5873,12000,Contract
5874,7708,Full-time
5875,8958,Full-time
5876,5920,Contract
5877,6250,Full-time
5878,833,Full-time
5879,6250,Full-time
5880,4800,Full-time
5881,8541,Full-time
5882,3200,Full-time
5883,7250,Full-time
5884,6458,Full-time
5885,4583,Full-time
5886,9583,Full-time
5887,13541,Full-time
5888,9760,Contract
5889,2880,Full-time
5890,3520,Contract
5891,6720,Contract
5892,7083,Full-time
5893,4320,Full-time
5894,16250,Full-time
5895,6250,Full-time
5896,6250,Full-time
5897,8750,Full-time
5898,7680,Contract
5899,6250,Full-time
5900,2560,Full-time
5901,4583,Full-time
5902,11200,Contract
5903,10833,Full-time
5904,12083,Full-time
5905,4666,Full-time
5906,2880,Part-time
5907,12500,Full-time
5908,4583,Full-time
5909,17083,Full-time
5910,8750,Full-time
5911,7125,Full-time
5912,8125,Full-time
5913,6227,Full-time
5914,4166,Full-time
5915,4480,Full-time
5916,6716,Full-time
5917,8750,Full-time
5918,4160,Full-time
5919,4160,Full-time
5920,11360,Contract
5921,10316,Full-time
5922,6875,Full-time
5923,9120,Contract
5924,5833,Full-time
5925,8750,Full-time
5926,10833,Full-time
5927,5958,Full-time
5928,6875,Full-time
5929,10080,Part-time
5930,20833,Full-time
5931,10416,Full-time
5932,5833,Full-time
5933,8541,Full-time
5934,21666,Full-time
5935,5280,Full-time
5936,10000,Full-time
5937,9166,Full-time
5938,9166,Full-time
5939,5000,Full-time
5940,7437,Full-time
5941,3791,Full-time
5942,6666,Contract
5943,8233,Full-time
5944,9083,Full-time
5945,8151,Full-time
5946,12000,Contract
5947,3680,Full-time
5948,6916,Full-time
5949,6875,Full-time
5950,5920,Contract
5951,6250,Full-time
5952,11767,Full-time
5953,15583,Full-time
5954,2400,Full-time
5955,7083,Full-time
5956,5600,Full-time
5957,7208,Full-time
5958,8250,Full-time
5959,4320,Contract
5960,15416,Full-time
5961,3680,Full-time
5962,4375,Full-time
5963,8395,Full-time
5964,5920,Contract
5965,9791,Full-time
5966,6720,Contract
5967,15916,Temporary
5968,10083,Full-time
5969,10400,Contract
5970,11558,Full-time
5971,9166,Full-time
5972,3680,Full-time
5973,16666,Full-time
5974,4320,Full-time
5975,10720,Contract
5976,9120,Full-time
5977,5175,Full-time
5978,15625,Full-time
5979,12500,Full-time
5980,5000,Full-time
5981,7291,Full-time
5982,7500,Full-time
5983,6715,Full-time
5984,6875,Full-time
5985,2720,Part-time
5986,5833,Full-time
5987,4166,Full-time
5988,14166,Full-time
5989,7291,Full-time
5990,3680,Full-time
5991,11545,Full-time
5992,7500,Full-time
5993,11041,Full-time
5994,4960,Contract
5995,2720,Full-time
5996,8958,Full-time
5997,9958,Full-time
5998,9166,Full-time
5999,7680,Contract
6000,6041,Full-time
6001,72916,Full-time
6002,10240,Full-time
6003,4750,Full-time
6004,12291,Full-time
6005,3520,Full-time
6006,11520,Contract
6007,6227,Full-time
6008,8958,Full-time
6009,13333,Full-time
6010,7,Full-time
6011,14583,Full-time
6012,3125,Full-time
6013,5120,Full-time
6014,2,Contract
6015,3680,Part-time
6016,9791,Full-time
6017,7083,Full-time
6018,7520,Contract
6019,7500,Full-time
6020,7916,Full-time
6021,3541,Full-time
6022,10833,Full-time
6023,3680,Contract
6024,7083,Full-time
6025,6737,Full-time
6026,3520,Contract
6027,10400,Contract
6028,13760,Contract
6029,13333,Full-time
6030,5833,Full-time
6031,5600,Contract
6032,4320,Contract
6033,17916,Full-time
6034,3520,Full-time
6035,10375,Full-time
6036,9166,Full-time
6037,6400,Full-time
6038,11041,Full-time
6039,7083,Full-time
6040,3840,Contract
6041,5760,Full-time
6042,11,Full-time
6043,19166,Full-time
6044,5208,Full-time
6045,9166,Full-time
6046,4583,Full-time
6047,2500,Full-time
6048,4480,Full-time
6049,7500,Full-time
6050,7708,Full-time
6051,5416,Full-time
6052,4166,Full-time
6053,4000,Full-time
6054,3360,Part-time
6055,11016,Full-time
6056,3520,Full-time
6057,5625,Full-time
6058,1600,Full-time
6059,5625,Full-time
6060,8333,Full-time
6061,1600,Full-time
6062,17266,Full-time
6063,3040,Full-time
6064,4583,Full-time
6065,6240,Full-time
6066,6514,Full-time
6067,2880,Full-time
6068,6041,Full-time
6069,7833,Full-time
6070,2400,Part-time
6071,3360,Part-time
6072,5524,Full-time
6073,13786,Full-time
6074,10833,Full-time
6075,4640,Full-time
6076,4583,Full-time
6077,2880,Full-time
6078,2560,Full-time
6079,7200,Full-time
6080,7583,Full-time
6081,8750,Full-time
6082,2880,Full-time
6083,7083,Full-time
6084,11717,Full-time
6085,5333,Full-time
6086,3360,Full-time
6087,12712,Full-time
6088,2720,Full-time
6089,10240,Full-time
6090,6250,Full-time
6091,5425,Full-time
6092,6789,Full-time
6093,3040,Full-time
6094,2880,Full-time
6095,6041,Full-time
6096,3680,Full-time
6097,5208,Full-time
6098,7683,Full-time
6099,6125,Full-time
6100,3200,Full-time
6101,3680,Full-time
6102,3040,Part-time
6103,33333,Full-time
6104,6329,Full-time
6105,2400,Part-time
6106,3520,Full-time
6107,6080,Full-time
6108,6240,Full-time
6109,3040,Full-time
6110,3840,Full-time
6111,2400,Full-time
6112,2880,Full-time
6113,8320,Full-time
6114,10250,Full-time
6115,5440,Full-time
6116,14000,Full-time
6117,6583,Full-time
6118,8166,Full-time
6119,15295,Full-time
6120,4480,Full-time
6121,4583,Full-time
6122,3040,Full-time
6123,4960,Temporary
6124,3520,Full-time
6125,3840,Full-time
6126,4921,Full-time
6127,3520,Full-time
6128,3520,Full-time
6129,3200,Part-time
6130,6383,Full-time
6131,3040,Part-time
6132,6416,Full-time
6133,14387,Full-time
6134,3200,Full-time
6135,9787,Full-time
6136,8500,Full-time
6137,13600,Full-time
6138,3360,Internship
6139,2400,Full-time
6140,9290,Full-time
6141,4960,Contract
6142,4800,Contract
6143,3520,Full-time
6144,13125,Full-time
6145,14000,Full-time
6146,2720,Full-time
6147,12324,Full-time
6148,8750,Full-time
6149,3680,Full-time
6150,10240,Full-time
6151,6212,Full-time
6152,3040,Part-time
6153,9583,Full-time
6154,13125,Full-time
6155,15625,Full-time
6156,17746,Full-time
6157,9375,Full-time
6158,3040,Full-time
6159,6875,Full-time
6160,5791,Full-time
6161,3360,Part-time
6162,6383,Full-time
6163,4640,Full-time
6164,10240,Full-time
6165,7968,Full-time
6166,4800,Contract
6167,6720,Contract
6168,3520,Full-time
6169,5625,Full-time
6170,4663,Full-time
6171,5264,Full-time
6172,5416,Full-time
6173,3866,Full-time
6174,5008,Full-time
6175,7762,Full-time
6176,9279,Full-time
6177,9279,Full-time
6178,41666,Full-time
6179,6875,Full-time
6180,5770,Full-time
6181,9000,Full-time
6182,3360,Part-time
6183,2400,Full-time
6184,14166,Full-time
6185,3040,Full-time
6186,6655,Full-time
6187,10172,Full-time
6188,8541,Full-time
6189,15833,Full-time
6190,8250,Contract
6191,9000,Contract
6192,2400,Part-time
6193,13125,Full-time
6194,11541,Full-time
6195,6720,Full-time
6196,13708,Full-time
6197,19616,Full-time
6198,9583,Full-time
6199,5760,Full-time
6200,5833,Full-time
6201,7500,Full-time
6202,2880,Full-time
6203,3840,Contract
6204,6720,Contract
6205,8320,Contract
6206,3200,Full-time
6207,4375,Full-time
6208,11666,Full-time
6209,13125,Full-time
6210,11275,Full-time
6211,12000,Contract
6212,5280,Full-time
6213,13920,Contract
6214,5625,Full-time
6215,11666,Full-time
6216,10000,Full-time
6217,5264,Full-time
6218,4291,Full-time
6219,3200,Contract
6220,2400,Part-time
6221,13125,Full-time
6222,18750,Full-time
6223,6362,Full-time
6224,4800,Contract
6225,8075,Full-time
6226,8075,Full-time
6227,8075,Full-time
6228,8075,Full-time
6229,8075,Full-time
6230,17249,Full-time
6231,8914,Full-time
6232,4166,Full-time
6233,10833,Full-time
6234,66666,Full-time
6235,5416,Full-time
6236,9791,Full-time
6237,2400,Full-time
6238,18916,Full-time
6239,8000,Contract
6240,9803,Full-time
6241,6941,Full-time
6242,9729,Full-time
6243,9729,Full-time
6244,6720,Contract
6245,4791,Full-time
6246,3840,Full-time
6247,13300,Full-time
6248,15625,Full-time
6249,6083,Full-time
6250,6250,Full-time
6251,3040,Full-time
6252,10000,Full-time
6253,8750,Full-time
6254,10400,Contract
6255,3680,Contract
6256,8675,Full-time
6257,8750,Full-time
6258,2400,Part-time
6259,3333,Full-time
6260,15639,Full-time
6261,19616,Full-time
6262,3040,Full-time
6263,4275,Full-time
6264,6458,Full-time
6265,9447,Full-time
6266,4320,Part-time
6267,5496,Full-time
6268,8333,Full-time
6269,8320,Contract
6270,9120,Contract
6271,11083,Full-time
6272,15625,Full-time
6273,7500,Full-time
6274,15625,Full-time
6275,15625,Full-time
6276,7075,Full-time
6277,6250,Full-time
6278,11666,Full-time
6279,5264,Full-time
6280,3040,Full-time
6281,2400,Part-time
6282,2400,Part-time
6283,2400,Part-time
6284,5906,Full-time
6285,5416,Full-time
6286,8075,Full-time
6287,8075,Full-time
6288,8075,Full-time
6289,8075,Full-time
6290,8075,Full-time
6291,2880,Full-time
6292,17249,Full-time
6293,15625,Full-time
6294,5000,Full-time
6295,10833,Full-time
6296,3520,Full-time
6297,7520,Full-time
6298,10000,Full-time
6299,20747,Full-time
6300,9729,Full-time
6301,9729,Full-time
6302,9729,Full-time
6303,9729,Full-time
6304,9729,Full-time
6305,9729,Full-time
6306,9729,Full-time
6307,9729,Full-time
6308,12800,Full-time
6309,9120,Full-time
6310,15833,Full-time
6311,22500,Full-time
6312,7500,Full-time
6313,3200,Full-time
6314,3040,Contract
6315,15625,Full-time
6316,15041,Full-time
6317,2720,Part-time
6318,3000,Full-time
6319,14918,Full-time
6320,5833,Full-time
6321,7208,Full-time
6322,6333,Full-time
6323,4800,Full-time
6324,2400,Part-time
6325,12320,Contract
6326,8675,Full-time
6327,8075,Full-time
6328,8541,Full-time
6329,2400,Contract
6330,8075,Full-time
6331,10247,Full-time
6332,6250,Full-time
6333,7666,Full-time
6334,3680,Part-time
6335,8112,Full-time
6336,1398,Full-time
6337,9729,Full-time
6338,9729,Full-time
6339,9729,Full-time
6340,9729,Full-time
6341,7200,Full-time
6342,8333,Full-time
6343,11458,Full-time
6344,6666,Contract
6345,9333,Contract
6346,7762,Full-time
6347,7762,Full-time
6348,4000,Full-time
6349,2720,Full-time
6350,6666,Full-time
6351,5416,Full-time
6352,3360,Internship
6353,16666,Full-time
6354,8212,Full-time
6355,10208,Full-time
